LFC,VE,VE_norm,LFC_norm
8.6068,0.061167606383482294,0.2703988543553978,0.8369184572557081
2.1416,-0.004481885616945156,0.01849095682223565,0.19915243369510105
5.7819,0.11538339078536586,0.511330504815278,0.5582534136443181
8.1527,0.13023964876163618,0.5773508122472998,0.7921233153731876
7.3489,0.10481958583531602,0.4643855977217022,0.7128316724637624
3.4231,0.0037794265620858906,0.015369271480321635,0.32556726373793315
8.1527,0.13023964876163618,0.5773508122472998,0.7921233153731876
1.2101,-0.008177771331996934,0.034915248291263676,0.10726369847473577
6.8003,0.11538339078536586,0.511330504815278,0.6587144849791758
5.7819,0.11538339078536586,0.511330504815278,0.5582534136443181
5.7819,0.11538339078536586,0.511330504815278,0.5582534136443181
6.8003,0.11538339078536586,0.511330504815278,0.6587144849791758
5.7819,0.11538339078536586,0.511330504815278,0.5582534136443181
7.0374,0.0856183378130189,0.379056418628596,0.6821034480717669
4.4834,0.11538339078536586,0.511330504815278,0.43016160185296615
